"no","id","from_id","from_name","created_time","created_time_str","year","month","day","created_time_num","weekday","message","type","likes_count","shares_count","like_share","max_evento_8046_DR","max_emisor","max_dia_8699_DR","max_dia_emisor","link"
"2738","113998707676_542673245749102","113998707676","José María Villalta Florez-Estrada","2012-10-18T22:04:00+0000","2012-10-18","2012","10","18","18/10/12","5","Les comparto el comunicado de prensa del Movimiento Fotocopiando para Estudiar","link","27","1","28","0.3%","0.9%","0.3%","0.4%","https://www.facebook.com/periodicoPUEBLO/posts/372780012806898"
"2889","113998707676_10150520644227677","113998707676","José María Villalta Florez-Estrada","2012-01-30T01:40:08+0000","2012-01-30","2012","01","30","30/01/12","2","¡Nos vemos este miércoles en la Asamblea Informativa del Frente Amplio - Costa Rica! Al punto de las 6 pm, en el Salón de Expresidentes de la Asamblea Legislativa, estaremos informando sobre el trámite parlamentario del Paquetazo Fiscal, que ya casi se vota en Primer Debate. Es importante la movilización. ¡No falte!","status","27","1","28","0.3%","0.9%","0.3%","0.4%","0"
"1674","199246583438202_654906084538914","199246583438202","Luis Guillermo Solís Rivera","2013-07-02T16:36:22+0000","2013-07-02","2013","07","02","02/07/13","3","NA","photo","28","0","28","0.3%","4.3%","0.3%","2.3%","https://www.facebook.com/photo.php?fbid=654906071205582&set=a.536146476414876.135882.199246583438202&type=1&relevant_count=1"
"1736","199246583438202_633052696724253","199246583438202","Luis Guillermo Solís Rivera","2013-05-23T21:58:19+0000","2013-05-23","2013","05","23","23/05/13","5","Buenas tardes. Recuerden que en nuestro sitio web podrán encontrar las propuestas en desarrollo del movimiento Unir para Avanzar, información sobre cómo contribuir con ellas, sumarse y participar. Además de contenido multimedia, fotos, artículos y mucho más.
http://www.luisguillermo.cr/","link","28","0","28","0.3%","4.3%","0.3%","2.3%","http://www.luisguillermo.cr/"
"1806","199246583438202_522999947742894","199246583438202","Luis Guillermo Solís Rivera","2013-04-01T20:48:59+0000","2013-04-01","2013","04","01","01/04/13","2","Les compartimos la Trinchera Ciudadana de la semana sobre la visita regional de Barack Obama.","link","28","0","28","0.3%","4.3%","0.3%","2.3%","http://www.luisguillermo.cr/obama-visitara-centroamerica"
"1950","199246583438202_545612728801584","199246583438202","Luis Guillermo Solís Rivera","2012-12-08T23:03:20+0000","2012-12-08","2012","12","08","08/12/12","7","Conversatorio con dirigencia de Montes de Oca desarrollado el viernes 6 de diciembre 2012.","photo","28","0","28","0.3%","4.3%","0.3%","2.3%","https://www.facebook.com/photo.php?fbid=545612512134939&set=a.545609482135242.137598.199246583438202&type=1&relevant_count=9"
"2228","117011658390752_367828056663297","117011658390752","Otto Guevara Guth","2013-04-16T16:32:16+0000","2013-04-16","2013","04","16","16/04/13","3","Una de las razones por las que el dinero no alcanza para cubrir las necesidades básicas de las familias costarricenses es el aumento desmedido en el precio de la electricidad. 
Este artículo nos invita a debatir sobre el tema. 
Lo recomiendo.","link","23","4","27","0.3%","2.2%","0.3%","1.6%","http://www.nacion.com/2013-04-14/Opinion/debatir-en-serio-sobre-electricidad.aspx"
"2282","117011658390752_330181857073730","117011658390752","Otto Guevara Guth","2012-08-09T23:15:35+0000","2012-08-09","2012","08","09","09/08/12","5","LA PODREDUMBRE DE LA TROCHA COMIENZA A SABERSE

Gracias a la diligente labor de la diputada libertaria Patricia Pérez presidiendo la Comisión de Control de Gasto Público, estamos conociendo los pormenores de uno de los asaltos a las finanzas públicas más grandes de nuestra historia. Por lo demás, nada extraño en el gobierno que los costarricenses tipifican como el más corrupto. 
El Ing. Carlos Acosta –Director de CONAVI- habló claro sobre que había pasado. El sistema de contratación que permitió el asalto, lo implementó el exministro Francisco Jiménez. También tienen serias responsabilidades, Carlos Ricardo Benavides, ministro de la presidencia, Luis Liberman, vicepresidente, José María Tijerino y Mario Zamora, ambos del ministerio de seguridad. No se queda atrás Vanessa Rosales de la Comisión de emergencias, y quién por diligencia de la diputada Pérez, será llamada a comparecer por no decir la verdad ante la comisión.
Este grupo operó desde Casa Presidencial, de ahí la enorme responsabilidad de Laura Chinchilla, que emitiendo un decreto de emergencia, facilitó el asalto, amén de no supervisar como decenas de miles de millones de colones se esfumaban.
En poco tiempo, la diputada Pérez al frente de esta comisión legislativa ha puesto  las cosas en su lugar, y hoy sabemos con nombres y apellidos los verdaderos responsables.
La Trocha 1856 confirma lo que dijimos en la pasada campaña: que un nuevo gobierno de Liberación Nacional sería más corrupción, porque así son ellos cuando llegan al Estado, lo miran como un botín.
¡Debemos impedir que regresen!","status","26","1","27","0.3%","2.2%","0.3%","1.6%","0"
"2255","117011658390752_381936648564917","117011658390752","Otto Guevara Guth","2012-12-24T15:48:38+0000","2012-12-24","2012","12","24","24/12/12","2","NA","photo","27","0","27","0.3%","2.2%","0.3%","1.6%","https://www.facebook.com/photo.php?fbid=381936611898254&set=a.291906140901302.65812.117011658390752&type=1&relevant_count=1"
"519","303450469784702_528343303883863","303450469784702","Dr. Rodolfo Hernández","2013-03-18T20:12:30+0000","2013-03-18","2013","03","18","18/03/13","2","En este momento pueden escuchar el programa ""Charlemos"" en donde estarán hablando sobre nuestra candidatura.","link","27","0","27","0.3%","0.3%","0.3%","0.3%","http://www.radioactualfm.com/"
"2765","113998707676_432952800095369","113998707676","José María Villalta Florez-Estrada","2012-09-20T17:39:48+0000","2012-09-20","2012","09","20","20/09/12","5","Visítenos en FaceBook.
¡Hay esperanza!
https://www.facebook.com/frenteamplioCRICA","link","23","4","27","0.3%","0.8%","0.3%","0.4%","https://www.facebook.com/frenteamplioCRICA?ref=stream"
"1906","199246583438202_577094625653394","199246583438202","Luis Guillermo Solís Rivera","2013-01-31T16:42:48+0000","2013-01-31","2013","01","31","31/01/13","5","Hoy a partir de las 7pm estaremos en Radio Gigante 800 AM dialogando con Jose Miguel Corrales,  la conducción a cargo de Marvin Sandi, sobre temas de interés nacional y los retos de la oposición hacia el 2014. Esperamos puedan escuchar el programa y participar con sus preguntas y comentarios.","status","24","3","27","0.3%","4.2%","0.3%","2.3%","0"
"1773","199246583438202_621935317835991","199246583438202","Luis Guillermo Solís Rivera","2013-05-01T01:54:21+0000","2013-05-01","2013","05","01","01/05/13","4","Esta noche será el transmitido el programa de Vision 9 referente a la visita de Barack Obama a nuestro país,  en el que formamos parte junto a otros compañeros panelistas, a las 10 pm con la conducción de Laura Martínez.","video","25","2","27","0.3%","4.2%","0.3%","2.3%","http://www.youtube.com/watch?v=CqkFU31Ms0g"
"1780","199246583438202_618464991516357","199246583438202","Luis Guillermo Solís Rivera","2013-04-23T18:13:58+0000","2013-04-23","2013","04","23","23/04/13","3","Hoy a las 10 p.m. estaremos en el programa Visión Nueve con  Laura Martínez y otros compañeros panelistas conversando sobre la visita de Barack Obama a nuestro país.","video","25","2","27","0.3%","4.2%","0.3%","2.3%","http://www.youtube.com/watch?v=CqkFU31Ms0g&feature=youtu.be"
"1685","199246583438202_651440074885515","199246583438202","Luis Guillermo Solís Rivera","2013-06-26T20:54:55+0000","2013-06-26","2013","06","26","26/06/13","4","Este 21 de julio será la convención del PAC y necesitamos de todo su apoyo para este proceso. Entre otras cosas, este viernes debemos inscribir a nuestros fiscales y miembros de mesa, así que les invitamos a colaborar con esa importante función y a unirse a los grupos locales de trabajo. En este enlace encontrarán la información para hacerlo.","link","26","1","27","0.3%","4.2%","0.3%","2.3%","http://www.luisguillermo.cr/noticias/y-ustedes-ya-se-unieron-para-avanzar"
"1732","199246583438202_635941096435413","199246583438202","Luis Guillermo Solís Rivera","2013-05-29T15:54:35+0000","2013-05-29","2013","05","29","29/05/13","4","!Buenos Días! Queremos iniciar el día compartiéndoles el artículo de opinión que se publicó el día de ayer sobre ""Cárcel para quienes maltratan animales"". Además les dejamos el enlace a nuestra propuesta en el eje de Bienestar Animal: http://luisguillermo.cr/propuesta-sobre-bienestar-animal-en-costa-rica. Esperamos puedan leerlos.","link","26","1","27","0.3%","4.2%","0.3%","2.3%","http://www.prensalibre.cr/lpl/comentarios/83580-carcel-para-quienes-maltratan-animales.html"
"1765","199246583438202_624439640918892","199246583438202","Luis Guillermo Solís Rivera","2013-05-05T19:30:38+0000","2013-05-05","2013","05","05","05/05/13","1","Conversando con la dirigencia en Corredores.","photo","26","1","27","0.3%","4.2%","0.3%","2.3%","https://www.facebook.com/photo.php?fbid=624439614252228&set=a.625048744191315.1073741842.199246583438202&type=1&relevant_count=1"
"2808","113998707676_396118537092671","113998707676","José María Villalta Florez-Estrada","2012-06-13T21:38:00+0000","2012-06-13","2012","06","13","13/06/12","4","Este es un gran logro, principalmente de las mujeres costarricenses. Ya es hora de que la sociedad valore el trabajo no pagado que se realiza en los hogares","link","26","1","27","0.3%","0.8%","0.3%","0.4%","https://www.facebook.com/notes/peri%C3%B3dico-pueblo/comisi%C3%B3n-de-la-mujer-dictamina-incluir-el-trabajo-no-remunerado-en-las-cuentas-n/321864177898482"
"2835","113998707676_355685387817903","113998707676","José María Villalta Florez-Estrada","2012-05-21T03:58:39+0000","2012-05-21","2012","05","21","21/05/12","2","Hoy estuvimos acompañando a las y los compañeros del Frente Amplio de Siquirres, que celebraron su Asamblea Cantonal. ¡Seguimos construyendo Partido!
Acá les dejo algunas fotos.","photo","26","1","27","0.3%","0.8%","0.3%","0.4%","https://www.facebook.com/photo.php?fbid=307656309319269&set=a.307655419319358.72397.142386395846262&type=1"
"1690","199246583438202_649609755068547","199246583438202","Luis Guillermo Solís Rivera","2013-06-23T19:11:31+0000","2013-06-23","2013","06","23","23/06/13","1","Nos encontramos en Cartago, visitando y conversando con la gente que hoy, orgullosamente  celebra el 450 aniversario de la fundación de la ciudad. Esperamos que el día siga tan excelente como hasta ahora.","photo","27","0","27","0.3%","4.2%","0.3%","2.3%","https://www.facebook.com/photo.php?fbid=649609725068550&set=a.609724695723720.1073741836.199246583438202&type=1&relevant_count=1"
"1697","199246583438202_647282481967941","199246583438202","Luis Guillermo Solís Rivera","2013-06-19T23:22:03+0000","2013-06-19","2013","06","19","19/06/13","4","Satisfecho al cierre de la reunión en la OEA. Se hicieron recomendaciones que se incorporarán al trabajo de la CIDH en lis próximos meses.insistí mucho en la inclusión de temas referidos al control de armas de fuego, niñas, niños y adolescentes migrantes viajando solos y niñas y niños de la calle. Todos son fenómenos muy cercanos a la realidad costarricense y centroamericana que debemos atender con urgencia.","status","27","0","27","0.3%","4.2%","0.3%","2.3%","0"
"1825","199246583438202_600757416620448","199246583438202","Luis Guillermo Solís Rivera","2013-03-17T17:11:09+0000","2013-03-17","2013","03","17","17/03/13","1","Asamblea del Partido Acción Ciudadana desarrollada el 16 de marzo 2013.","photo","27","0","27","0.3%","4.2%","0.3%","2.3%","https://www.facebook.com/photo.php?fbid=600753346620855&set=a.600753289954194.1073741832.199246583438202&type=1&relevant_count=17"
"1850","199246583438202_595914043771452","199246583438202","Luis Guillermo Solís Rivera","2013-03-07T21:59:57+0000","2013-03-07","2013","03","07","07/03/13","5","Debate desarrollado en el Partido Acción Ciudadana el 6 de marzo 2013.","photo","27","0","27","0.3%","4.2%","0.3%","2.3%","https://www.facebook.com/photo.php?fbid=595909103771946&set=a.595908433772013.1073741827.199246583438202&type=1&relevant_count=12"
"1982","199246583438202_539970079365849","199246583438202","Luis Guillermo Solís Rivera","2012-11-27T16:37:02+0000","2012-11-27","2012","11","27","27/11/12","3","Al inicio del acto oficial de inscripción de precandidatura, la compañera Jimena Jaén nos dirigió unas palabras sobre el papel de las juventudes y los principios de nuestro movimiento. ¡Muchas gracias Jimena!","photo","27","0","27","0.3%","4.2%","0.3%","2.3%","https://www.facebook.com/photo.php?fbid=539970059365851&set=a.540152772680913.136756.199246583438202&type=1&relevant_count=1"
"2845","113998707676_344656148927149","113998707676","José María Villalta Florez-Estrada","2012-04-26T22:00:26+0000","2012-04-26","2012","04","26","26/04/12","5","Comparto con ustedes la invitación de nuestro Partido, el Frente Amplio - Costa Rica, para participar de la marcha del próximo 1 de mayo.
La columna sale de la Torre Mercedes en el Paseo Colón a las 9am.
¡Hay esperanzas para seguir en la lucha!","link","27","0","27","0.3%","0.8%","0.3%","0.4%","https://www.facebook.com/events/286657534746800/"
"2215","117011658390752_443122692446312","117011658390752","Otto Guevara Guth","2013-05-08T21:02:49+0000","2013-05-08","2013","05","08","08/05/13","4","¡Hay una propuesta viable y real que presentamos hoy a la presidenta para la construcción y ampliación de la carretera a San Ramón!","link","26","0","26","0.3%","2.2%","0.3%","1.5%","http://www.nacion.com/2013-05-08/ElPais/Libertarios-proponen-a-Laura-Chinchilla-usar-superavit-del-INS-para-carretera-a-San-Ramon.aspx"
"1915","199246583438202_446227092111230","199246583438202","Luis Guillermo Solís Rivera","2013-01-23T00:30:11+0000","2013-01-23","2013","01","23","23/01/13","4","Les invitamos a leer el siguiente pronunciamiento de la Fracción Legislativa, Comisión Política, Comité Ejecutivo Nacional, precandidatos y precandidata del Partido Acción Ciudadana  sobre la decisión de la Comisión Nacional Técnica de Biodiversidad con respecto a la siembra de maíz transgénico.","link","23","3","26","0.3%","4.0%","0.3%","2.2%","http://www.slideshare.net/paolavegar/pronunciamiento-sobre-maz-transgnico-16126121"
"1452","199246583438202_679110828785106","199246583438202","Luis Guillermo Solís Rivera","2013-08-14T22:15:48+0000","2013-08-14","2013","08","14","14/08/13","4","¡Les recordamos el Encuentro Ciudadano esta noche en San Pedro!","photo","24","2","26","0.3%","4.0%","0.3%","2.2%","https://www.facebook.com/photo.php?fbid=679110802118442&set=a.536447069718150.135933.199246583438202&type=1&relevant_count=1"
"1916","199246583438202_551235468220405","199246583438202","Luis Guillermo Solís Rivera","2013-01-21T17:18:09+0000","2013-01-21","2013","01","21","21/01/13","2","Les compartimos la Trinchera Ciudadana de hoy sobre la propuesta presentada por la Comisión de Notables,  un aporte más al debate sobre el sistema político y las instituciones en nuestro país.","link","24","2","26","0.3%","4.0%","0.3%","2.2%","http://www.luisguillermo.cr/noticias/comision-de-notables"
"2842","113998707676_230930787006865","113998707676","José María Villalta Florez-Estrada","2012-04-30T02:00:29+0000","2012-04-30","2012","04","30","30/04/12","2","NA","photo","24","2","26","0.3%","0.8%","0.3%","0.4%","https://www.facebook.com/photo.php?fbid=329646433755627&set=o.286657534746800&type=1"
"1822","199246583438202_602268296469360","199246583438202","Luis Guillermo Solís Rivera","2013-03-20T17:12:48+0000","2013-03-20","2013","03","20","20/03/13","4","Esperando el inicio del foro con el Canciller de Ecuador Ricardo Patiño en la UCR.","photo","26","0","26","0.3%","4.0%","0.3%","2.2%","https://www.facebook.com/photo.php?fbid=602268276469362&set=a.636674439695412.1073741844.199246583438202&type=1&relevant_count=1"
"1942","199246583438202_549455905083933","199246583438202","Luis Guillermo Solís Rivera","2012-12-16T19:54:11+0000","2012-12-16","2012","12","16","16/12/12","1","Excelente cuadrangular de fútbol con equipos de la comunidad de Unión Campesina en Pacuarito de Siquirres! Realmente agradecido por la invitación a esta actividad deportiva, feliz de ver la convivencia entre las comunidades campesinas e indígenas! El deporte nos une! Y debemos Unir para Avanzar!","photo","26","0","26","0.3%","4.0%","0.3%","2.2%","https://www.facebook.com/photo.php?fbid=549455888417268&set=a.536447069718150.135933.199246583438202&type=1&relevant_count=1"
"2836","113998707676_238284906277292","113998707676","José María Villalta Florez-Estrada","2012-05-14T05:18:46+0000","2012-05-14","2012","05","14","14/05/12","2","Ayer estuvimos acompañando a las y los compañeros del Frente Amplio de Montes de Oca, quienes celebraron su Asamblea Cantonal.
La próxima semana estaremos efectuando la Asamblea de Curridabat. 
Ojalá nos puedan acompañar.
¡La lucha continúa!","photo","26","0","26","0.3%","0.8%","0.3%","0.4%","https://www.facebook.com/photo.php?fbid=303398316411735&set=a.164810416937193.43096.142386395846262&type=1"
"2247","117011658390752_544254115606122","117011658390752","Otto Guevara Guth","2013-02-13T23:47:24+0000","2013-02-13","2013","02","13","13/02/13","4","Amigos, muchos me han solicitado aclarar mi posición sobre el tema de “capital golondrina”, me parece importante también contarles qué es y que a la vez conozcan nuestra propuesta.","video","21","4","25","0.3%","2.1%","0.3%","1.5%","http://www.youtube.com/watch?v=_VxU-uFRp2s&list=FL_ulr-OPUm0YebLpvXAeghA&index=4"
"2303","117011658390752_313009518790964","117011658390752","Otto Guevara Guth","2012-06-26T16:31:18+0000","2012-06-26","2012","06","26","26/06/12","3","NA","photo","24","1","25","0.3%","2.1%","0.3%","1.5%","https://www.facebook.com/photo.php?fbid=313009362124313&set=a.291906140901302.65812.117011658390752&type=1&relevant_count=1"
"2323","117011658390752_301573669934549","117011658390752","Otto Guevara Guth","2012-06-04T21:57:59+0000","2012-06-04","2012","06","04","04/06/12","2","NA","photo","25","0","25","0.3%","2.1%","0.3%","1.5%","https://www.facebook.com/photo.php?fbid=301572406601342&set=a.301572089934707.67602.117011658390752&type=1&relevant_count=5"
"378","303450469784702_327775214018894","303450469784702","Dr. Rodolfo Hernández","2013-05-07T19:01:03+0000","2013-05-07","2013","05","07","07/05/13","3","Gracias a los avances tecnológicos puedo comunicarme con todos ustedes. ¿Porque el Gobierno no utiliza tanta tecnología que existe para beneficiar a los costarricenses?","photo","24","1","25","0.3%","0.3%","0.3%","0.3%","https://www.facebook.com/photo.php?fbid=327761310686951&set=a.317508558378893.1073741833.303450469784702&type=1&relevant_count=1"
"1520","199246583438202_664452776917578","199246583438202","Luis Guillermo Solís Rivera","2013-07-18T19:47:45+0000","2013-07-18","2013","07","18","18/07/13","5","En breve estaremos en vivo por Noticias de Canal 11. Véalo en línea por http://www.repretel.com/envivo-11.","link","22","3","25","0.3%","3.9%","0.3%","2.1%","http://www.repretel.com/envivo-11"
"1830","199246583438202_598506710178852","199246583438202","Luis Guillermo Solís Rivera","2013-03-13T00:53:04+0000","2013-03-13","2013","03","13","13/03/13","4","Asamblea del Partido Acción Ciudadana desarrollada el 9 de marzo 2013","photo","22","3","25","0.3%","3.9%","0.3%","2.1%","https://www.facebook.com/photo.php?fbid=598503783512478&set=a.598503416845848.1073741831.199246583438202&type=1&relevant_count=19"
"2732","113998707676_489335657764263","113998707676","José María Villalta Florez-Estrada","2012-10-23T02:00:40+0000","2012-10-23","2012","10","23","23/10/12","3","http://www.semanario.ucr.ac.cr/index.php/opinion/7674-el-crimen-de-copiar-.html
El crimen de copiar","link","22","3","25","0.3%","0.8%","0.3%","0.4%","http://www.semanario.ucr.ac.cr/index.php/opinion/7674-el-crimen-de-copiar-.html"
"1656","199246583438202_658738070822382","199246583438202","Luis Guillermo Solís Rivera","2013-07-08T17:11:26+0000","2013-07-08","2013","07","08","08/07/13","2","NA","photo","24","1","25","0.3%","3.9%","0.3%","2.1%","https://www.facebook.com/photo.php?fbid=658738064155716&set=a.536146476414876.135882.199246583438202&type=1&relevant_count=1"
"1679","199246583438202_653618754667647","199246583438202","Luis Guillermo Solís Rivera","2013-06-30T01:35:26+0000","2013-06-30","2013","06","30","30/06/13","1","En el ""centro del Centro"". Excelente reunión en la ciudad de Puntarenas. ¡Qué bien la dirigencia del PAC!","photo","24","1","25","0.3%","3.9%","0.3%","2.1%","https://www.facebook.com/photo.php?fbid=653618741334315&set=a.609724695723720.1073741836.199246583438202&type=1&relevant_count=1"
"1726","199246583438202_636887626340760","199246583438202","Luis Guillermo Solís Rivera","2013-05-31T02:56:12+0000","2013-05-31","2013","05","31","31/05/13","6","Buenas Noches. Queremos invitarlos e invitarlas a visitar en nuestro sitio web la sección ""La Pregunta Ciudadana"", donde podrán dejar sus preguntas, comentarios  y observaciones, las cuales serán recibidas y contestadas con mucho agrado y satisfacción. ¡Súmense a la construcción de nuestra propuesta!","link","24","1","25","0.3%","3.9%","0.3%","2.1%","http://luisguillermo.cr/la-pregunta-ciudadana"
"1734","199246583438202_635456139817242","199246583438202","Luis Guillermo Solís Rivera","2013-05-28T16:09:51+0000","2013-05-28","2013","05","28","28/05/13","3","¡Buenos Días! Les compartimos el artículo de opinión publicado el día de hoy referente a la situación política y la necesaria transición que atraviesa el Partido Acción Ciudadana. Esperamos disfruten su lectura.","link","24","1","25","0.3%","3.9%","0.3%","2.1%","http://www.nacion.com/2013-05-28/Opinion/Un-PAC-en-transicion.aspx"
"1759","199246583438202_626358750726981","199246583438202","Luis Guillermo Solís Rivera","2013-05-09T19:23:41+0000","2013-05-09","2013","05","09","09/05/13","5","Les recordamos el Encuentro hoy en la noche a las 7pm en Barrio Escalante, de la Academia Editus 200 sur y 50 este. 
¡Les esperamos!","status","24","1","25","0.3%","3.9%","0.3%","2.1%","0"
"1897","199246583438202_103693383138978","199246583438202","Luis Guillermo Solís Rivera","2013-02-07T15:33:42+0000","2013-02-07","2013","02","07","07/02/13","5","¡Buenos días! les compartimos la Trinchera Ciudadana de hoy sobre los controles y la utilización de los bonos de deuda política, un tema fundamental en democracia e íntimamente relacionado con el financiamiento privado y la toma de decisiones en la política costarricense.","link","24","1","25","0.3%","3.9%","0.3%","2.1%","http://luisguillermo.cr/urge-depurar-venta-de-bonos-de-deuda-politica"
"1904","199246583438202_577641422265381","199246583438202","Luis Guillermo Solís Rivera","2013-02-01T18:03:21+0000","2013-02-01","2013","02","01","01/02/13","6","Esta noche a las 7pm estaremos en San Josecito de Alajuelita, del salón La Cima 600 oeste y 150 norte de la pulpería La Pradera, para conversar con la dirigencia y comunidad sobre temas de interés nacional y los desafíos que enfrentamos como partido. ¡Les esperamos!","status","24","1","25","0.3%","3.9%","0.3%","2.1%","0"
"2871","113998707676_303089916422223","113998707676","José María Villalta Florez-Estrada","2012-02-21T17:08:47+0000","2012-02-21","2012","02","21","21/02/12","3","Les comparto este artículo que me publica hoy el Diario Extra sobre nuestra visión de una alianza antineoliberal","link","24","1","25","0.3%","0.8%","0.3%","0.4%","http://www.diarioextra.com/2012/febrero/21/opinion11.php"
"1641","199246583438202_661321113897411","199246583438202","Luis Guillermo Solís Rivera","2013-07-13T16:16:12+0000","2013-07-13","2013","07","13","13/07/13","7","NA","photo","25","0","25","0.3%","3.9%","0.3%","2.1%","https://www.facebook.com/photo.php?fbid=661321100564079&set=a.536146476414876.135882.199246583438202&type=1&relevant_count=1"
"1643","199246583438202_660814153948107","199246583438202","Luis Guillermo Solís Rivera","2013-07-12T15:43:22+0000","2013-07-12","2013","07","12","12/07/13","6","Hoy estaremos en Pérez Zeledón, acá les compartimos la invitación para que nos acompañen.","photo","25","0","25","0.3%","3.9%","0.3%","2.1%","https://www.facebook.com/photo.php?fbid=660814147281441&set=a.536447069718150.135933.199246583438202&type=1&relevant_count=1"
"1694","199246583438202_647827625246760","199246583438202","Luis Guillermo Solís Rivera","2013-06-21T00:23:36+0000","2013-06-21","2013","06","21","21/06/13","6","Me acabo de enterar, a mi regreso al país, del fallecimiento de don Rufino Gil Pacheco, uno de los hombres públicos más honorables que he conocido. Me enseñó muchas lecciones de dignidad, valor y consecuencia. Dijo siempre lo que pensaba y no le quitó nunca ""el pecho a las balas"". Personas como él ya no abundan. Libró las mejores batallas y siempre lo hizo por los motivos correctos. Para su familia y para don ""Rufis"" como cariñosamente le llamaba: ¡paz!","status","25","0","25","0.3%","3.9%","0.3%","2.1%","0"
"1702","199246583438202_646761735353349","199246583438202","Luis Guillermo Solís Rivera","2013-06-18T23:53:56+0000","2013-06-18","2013","06","18","18/06/13","3","Les comparto esta foto de una las sesiones de trabajo de expertos sobre impactos del crimen organizado en niñas, niños y adolescentes. Me siento sumamente agradecido por la posibilidad de compartir esta mesa  con personas de tan alto conocimiento y calidad.","photo","25","0","25","0.3%","3.9%","0.3%","2.1%","https://www.facebook.com/photo.php?fbid=646761728686683&set=a.536447069718150.135933.199246583438202&type=1&relevant_count=1"
"1772","199246583438202_621950787834444","199246583438202","Luis Guillermo Solís Rivera","2013-05-01T02:49:21+0000","2013-05-01","2013","05","01","01/05/13","4","Les compartimos el reportaje de Teletica que se transmite en las ediciones del medio día  y 7 pm sobre el reconocimiento de la ciudadanía hacia los diputados y diputadas de la República, en el que formamos parte reconociendo a 12 de 15 legisladores.","link","25","0","25","0.3%","3.9%","0.3%","2.1%","http://www.teletica.com/Noticias/8871-Costarricenses-no-conocen-a-quienes-eligieron-como-diputados.note.aspx"
"2012","117011658390752_495479380543976","117011658390752","Otto Guevara Guth","2013-09-02T18:32:37+0000","2013-09-02","2013","09","02","02/09/13","2","Agradecido con la provincia de Limón, por su recibimiento y disposición para ser parte del cambio que buscamos para Costa Rica.","photo","23","1","24","0.3%","2.0%","0.3%","1.4%","https://www.facebook.com/photo.php?fbid=495477720544142&set=a.495477023877545.1073741826.117011658390752&type=1&relevant_count=18"
"2241","117011658390752_418486034909978","117011658390752","Otto Guevara Guth","2013-03-08T19:57:06+0000","2013-03-08","2013","03","08","08/03/13","6","“Ha llegado la hora de que los gobiernos cumplan sus promesas y protejan los derechos humanos, respetando los convenios y acuerdos internacionales que han firmado. Una promesa es una promesa.” Michelle Bachelet, Directora Ejecutiva de ONU Mujeres.

En conmemoración al día internacional de la mujer, un llamado a la acción, a la lucha y la igualdad de derechos de las mujeres en nuestro país. ¡Feliz día!","status","23","1","24","0.3%","2.0%","0.3%","1.4%","0"
"249","303450469784702_332530503543365","303450469784702","Dr. Rodolfo Hernández","2013-05-20T03:24:34+0000","2013-05-20","2013","05","20","20/05/13","2","NA","photo","23","1","24","0.3%","0.3%","0.3%","0.3%","https://www.facebook.com/photo.php?fbid=332530460210036&set=a.332522893544126.1073741839.303450469784702&type=1&relevant_count=1"
"251","303450469784702_332530170210065","303450469784702","Dr. Rodolfo Hernández","2013-05-20T03:23:28+0000","2013-05-20","2013","05","20","20/05/13","2","La mujer tiene la palabra pues es ella quien con sentido común y su firmeza guía el rumbo del capitán. Gracias Marcelle de Mezerville, la próxima primera dama de la República","photo","23","1","24","0.3%","0.3%","0.3%","0.3%","https://www.facebook.com/photo.php?fbid=332530133543402&set=a.332522893544126.1073741839.303450469784702&type=1&relevant_count=1"
"2860","113998707676_330712653651729","113998707676","José María Villalta Florez-Estrada","2012-03-20T18:14:01+0000","2012-03-20","2012","03","20","20/03/12","3","Comparto con todas y todos ustedes el artículo publicado por La Nación, a propósito de todas las denuncias y luchas que, desde el Frente Amplio, hemos hecho de las afectaciones a los seguros del INS, a raíz de la aprobación del TLC.
http://www.nacion.com/%28S%28ekugbn55pebs0h2ug1pdiw4o%29%29/2012-03-20/Opinion/Como-se-desmantela-un-seguro-social.aspx","link","21","3","24","0.3%","0.8%","0.3%","0.4%","http://www.nacion.com/(S(ekugbn55pebs0h2ug1pdiw4o))/2012-03-20/Opinion/Como-se-desmantela-un-seguro-social.aspx"
"1633","199246583438202_662555317107324","199246583438202","Luis Guillermo Solís Rivera","2013-07-15T15:03:12+0000","2013-07-15","2013","07","15","15/07/13","2","Les recordamos que en nuestro sitio web  pueden encontrar nuestra propuesta programática, el espacio para sus preguntas ""La pregunta Ciudadana"" y material de campaña, entre otros. Informémonos para salir a votar este domingo 21 de julio de 8:00am a 5:00pm en la convención PAC. ¡Rescatemos Costa Rica!","link","23","1","24","0.3%","3.7%","0.3%","2.0%","http://luisguillermo.cr/"
"1739","199246583438202_632027796826743","199246583438202","Luis Guillermo Solís Rivera","2013-05-21T20:48:18+0000","2013-05-21","2013","05","21","21/05/13","3","Les compartimos el enlace del comunicado conjunto sobre convención, desde nuestra página web. Para el Movimiento Unir para Avanzar es un placer recibirles, al igual que sus comentarios y opiniones. 
http://www.luisguillermo.cr/la-convencion-del-pac-una-propuesta-surgida-del-dialogo-honesto-y-transparente","link","23","1","24","0.3%","3.7%","0.3%","2.0%","http://www.luisguillermo.cr/la-convencion-del-pac-una-propuesta-surgida-del-dialogo-honesto-y-transparente"
